messageId;userId;timestamp;message;tag;
98936651;98936651;2017-10-30 07:59:00;$AMZN futures down . May be red again. Hopefully not amzn.;NULL;
98936648;98936648;2017-10-30 07:58:00;$NTNX  I am thinking of holding my nov 17 calls until it hits $34. Is this possible in 20 days?;NULL;
98936645;98936645;2017-10-30 07:58:00;Our Team takes fast action on hot stocks and trends!Get Free Live alerts @Https://Goo.gl/VTZRF7$BONT $ATOS $SPYG ;Bullish;
98936644;98936644;2017-10-30 07:58:00;Metalla (OTCQX:MTAFF) Now Trades on 'The Best' US Market$MTAFF $GLD, $SLV  http://www.livetradingnews.com/metalla-otcqxmtaff-now-trades-best-us-market-58679.html#.WfAnv2iPKM8 ;Bullish;
98936642;98936642;2017-10-30 07:58:00;$NAK Old but interesting. Pebble's letter to Kim Williams: s3.amazonaws.com/arc-wordpr... ;Bullish;
98936641;98936641;2017-10-30 07:58:00;$AMD And then gets beaten INTO the street.;NULL;
98936640;98936640;2017-10-30 07:58:00;I really want to open a short on $TSLA again, but my margin funds are tied up in $MU! The struggle is real. Two great ways to make money.;NULL;
98936639;98936639;2017-10-30 07:58:00;$TRXC - I think this will move tomorrow, because many investors/doctors etc. saw demo for the first time today and will want in!;NULL;
98936634;98936634;2017-10-30 07:58:00;$XXII How else to you promote a stock unless you pay?;NULL;
98936624;98936624;2017-10-30 07:58:00;$SPY Bears are even funnier when futures are down almost a quarter of a percent.;NULL;
98936610;98936610;2017-10-30 07:57:00;$TIP Harvey "sit on my lap " Weinstein is Already Cured â€“ Itâ€™s a Miracle!!!! ;Bullish;
98936608;98936608;2017-10-30 07:57:00;$SPY Unfortunate some of you didn't already sell. Tomorrow looking uglier and uglier. ;Bearish;
98936607;98936607;2017-10-30 07:57:00;$AAPL it is not 2 november yet... Already time to sell???;NULL;
98936595;98936595;2017-10-30 07:57:00;$IRBT failure is success without consistency;NULL;
98936590;98936590;2017-10-30 07:57:00;$AMD beats the Street;NULL;
98936588;98936588;2017-10-30 07:57:00;$DXTR What are the odds....their first agreement with Braun was in OCT 2016. Oh dannnng. ;Bullish;
98936586;98936586;2017-10-30 07:57:00;$AMD only thing we need now is an article saying mubadala is selling another 60 M shares lol;NULL;
98936579;98936579;2017-10-30 07:57:00;$AMD surprised to see this one down,earnings plays r tricky! $IRBT saw calls flow 1200+ calls block buy;NULL;
98936571;98936571;2017-10-30 07:57:00;$VUZI No, AR;NULL;
98936569;98936569;2017-10-30 07:57:00;$SPY BIG "W" RALLY setting up for tomorrow and rest of week. ;Bullish;
98936566;98936566;2017-10-30 07:57:00;$AMD yes overdone.;NULL;
98936562;98936562;2017-10-30 07:56:00;$ATOS added 350watchers since 5:00PM. www.stockwatchers-health.com;NULL;
98936552;98936552;2017-10-30 07:56:00;$CWX.CA ER will be exciting. might hold everything into it, but if it reaches $7 it will be tempting to sell some...;NULL;
98936551;98936551;2017-10-30 07:56:00;$WPRT  It is a buy if it goes to 4.15, or a sell if it goes to below 3.30. If you already bought, hold to see where it goes..;NULL;
98936550;98936550;2017-10-30 07:56:00;$FIT ;Bullish;
98936548;98936548;2017-10-30 07:56:00;$NSPR just placed a limit order for .45 on 433 shares on the open, hope it fills and jumps.;NULL;
98936547;98936547;2017-10-30 07:56:00;$WATT buy puts for piece of mind around CC, itâ€™ll take some sting out for turbo longs. Iâ€™m out of common, LT calls are dead. This cc=sketch;NULL;
98936546;98936546;2017-10-30 07:56:00;$AMD going to single digits, this is a pos company worth only $5. the jig is up, no more irrational pumping. perfect short ;Bearish;
98936543;98936543;2017-10-30 07:56:00;$OPK all you long timers, take a minute to look through @rogerstock  comments. Don't know what ever happened to him but some classic sheeet.;NULL;
98936539;98936539;2017-10-30 07:56:00;$UVXY looking good folks mas111- is done ;Bullish;
98936536;98936536;2017-10-30 07:55:00;$TRXC 3 beer queer;NULL;
98936534;98936534;2017-10-30 07:55:00;$GLD $SLV I've been listing to Jared "666"Kushner's talking points all day and boy....could I use a diaper change.... ;Bullish;
98936532;98936532;2017-10-30 07:55:00;$SPI tryna hit 10 k shares before the explosion ;Bullish;
98936528;98936528;2017-10-30 07:55:00;$TRXC 3 beers before noon..my prediction. ;Bullish;
98936518;98936518;2017-10-30 07:55:00;$SPY kick asss on 2 of 3 Nikkei drops today,  next is this inflated index ;Bearish;
98936509;98936509;2017-10-30 07:55:00;$ATOS if news is drab, what would be the next up for these guys;NULL;
98936506;98936506;2017-10-30 07:54:00;$XXII bought 9100 shares, bullish on the continued momentum and the possibility of them announcing a new partnership in the coming months ;Bullish;
98936505;98936505;2017-10-30 07:54:00;$MAT #Mattel partnership with UN sdg.iisd.org/news/trains-mu... ;Bullish;
98936503;98936503;2017-10-30 07:54:00;$DXTR all I can think of is that they got the investment they were looking for from Braun with a share of the co. Julian, make it ur 4th bo. ;Bullish;
98936501;98936501;2017-10-30 07:54:00;$CHK taken lost to buy $AMD.. mmm.. ;Bullish;
98936500;98936500;2017-10-30 07:54:00;$PTCT I slept about an hour and I had another thought. What if the FDA is reviewing additional data generated after submission?;NULL;
98936498;98936498;2017-10-30 07:54:00;$AMD Rather be AMAT, MU, TSEM, TTMI, ICHR than CMG OR AMD.;NULL;
98936497;98936497;2017-10-30 07:54:00;$AMD is it 630am yet? Waking up to Nov 12 P. Looking for long entry soon. Gluck;NULL;
98936495;98936495;2017-10-30 07:54:00;$GE hosts Minds + Machines conference Wed-Thursge.com/digital/minds-machines;NULL;
98936493;98936493;2017-10-30 07:54:00;$TRXC this won't move too much tomorrow.  Needs more news.  Be patient.  Good response from the conference will send this to $5.;NULL;
98936492;98936492;2017-10-30 07:54:00;$HBC.CA as long they keep pushing these bunch of pathetic board members to transform the damn business it has more upside. ;Bullish;
98936490;98936490;2017-10-30 07:54:00;$TRXC damn looks like we all requested predections at the same time.. Haha great minds? Or just neourtic? ;Bullish;
98936489;98936489;2017-10-30 07:54:00;$ROKA letâ€™s face it, nobody knows shit. 99cents 3.15 youâ€™re alll wrong. But ill take the latter any day ðŸ˜Ž ;Bullish;
98936487;98936487;2017-10-30 07:54:00;$HMNY if you all have ANY sense left, SELL now! Massive dilution is about to get dropped and this $12 now, will be $1.20 ;Bearish;
98936486;98936486;2017-10-30 07:54:00;$HMC leaving this alone now I know many are following my posts don't want to bug people had a great evening with forex too. ;Bullish;
98936485;98936485;2017-10-30 07:54:00;This is bullshit. $AMD has beat Q3 expectations, and Q4 guidance is exactly as expected (-15% happened in 2016 too). We will beat it again. ;Bullish;
98936484;98936484;2017-10-30 07:54:00;$S $TMUS T-Mobile, Sprint ready board committees to decide on merger: sources - via @investingcom - investing.com/news/technolo...;NULL;
98936483;98936483;2017-10-30 07:53:00;$AMD how will I feed the kids now;NULL;
98936481;98936481;2017-10-30 07:53:00;$TZA Harvey "Uncle Buck" Weinstein is Already Cured â€“ Itâ€™s a Miracle!!!! ;Bullish;
98936477;98936477;2017-10-30 07:53:00;$SPY lol bet Corker going to cork this shooting fountain. He ain't voting for dik when the day comes for tax votes ;Bearish;
98936476;98936476;2017-10-30 07:53:00;$NTDOY Nintendo just went red. Damn.;NULL;
98936473;98936473;2017-10-30 07:53:00;$INPX they have to stay above $1 by a certain date?;NULL;
98936470;98936470;2017-10-30 07:52:00;$MDXG ibankcoin.com/flyblog/2011/...;NULL;
98936460;98936460;2017-10-30 07:52:00;$AMD can't blame Lisa if you don't understand how the numbers for a tech firm works. Look at their products all you geniuses !!!!! Rant over ;Bullish;
98936459;98936459;2017-10-30 07:52:00;$TRXC predictions for the morning? Can't sleep I'm thinking maybe a finish around 3.55 without news or updates more with ofcourse ðŸ‚ðŸƒ ;Bullish;
98936458;98936458;2017-10-30 07:52:00;$SPY Futures bouncing right at support.  Don't let the liars trick you into believing the opposite. ;Bullish;
98936453;98936453;2017-10-30 07:52:00;$LTC.X GDAX is running. I'm not trading though.;NULL;
98936452;98936452;2017-10-30 07:52:00;$BIOA im in it;NULL;
98936451;98936451;2017-10-30 07:52:00;$BTC.X what is the price of your soul? 2 hours of Cramer? you have to be a leader. you have to stand your ground. ;Bullish;
98936449;98936449;2017-10-30 07:52:00;$UBNT Andrew Theft's next attempted short as he implores his following canker sores.;NULL;
98936441;98936441;2017-10-30 07:51:00;$GE Cramer said he was stupid for owning this in his trust on TV. Y'all think he was being honest or swindling the crowd? How do they allow?;NULL;
98936438;98936438;2017-10-30 07:51:00;$SPY 1 hour and 9 minutes from now. Watch the futures. Dump incoming. ;Bearish;
98936437;98936437;2017-10-30 07:51:00;$HMC $NVDA $MU anyone seeing these driving around.?;NULL;
98936435;98936435;2017-10-30 07:51:00;Investors in Adobe Systems $ADBE are pumped for the huge increases in Revenue, Net Income and Cash flow expected in 2 years simplywall.st/NasdaqGS:ADBE...;NULL;
98936432;98936432;2017-10-30 07:51:00;$HMC gonna contact their investors relations and see what's being done about this they are all over the place out here in AZ and NM.;NULL;
98936431;98936431;2017-10-30 07:51:00;$TRXC 3.75 close tomorrow ;Bullish;
98936430;98936430;2017-10-30 07:51:00;$ADMS added just under $18. i am all in what i allocated for this now, 2k shares, looking for $23 to reduce position. ;Bullish;
98936429;98936429;2017-10-30 07:51:00;$ATOS looking great on the ichimoku cloud. very bullish ;Bullish;
98936427;98936427;2017-10-30 07:51:00;$ATOS yeah I think I'm late on this one. Oh well shit;NULL;
98936424;98936424;2017-10-30 07:51:00;Quantocracyâ€™s Daily Wrap for 10/24/2017 quantocracy.com/quantocracy... $QUANT $STUDY;NULL;
98936422;98936422;2017-10-30 07:51:00;$AMD youtube.com/watch?v=3H-oUJk...;NULL;
98936417;98936417;2017-10-30 07:50:00;$BLDP http://www.itsinternational.com/sections/general/news/allguth-and-the-linde-group-launch-hydrogen-filling-station-munich/ ;Bullish;
98936414;98936414;2017-10-30 07:50:00;$HMC with another high tech chip company like $NVDA $MU THEY COULD BE A 2 digit stock in no time with PRs out of advanced chip systems.;NULL;
98936413;98936413;2017-10-30 07:50:00;$AMD lol nah bruh... just nah.;NULL;
98936409;98936409;2017-10-30 07:50:00;$AMD That was earlier. Did you see all the StockTwits bodies littering the battlefield?;NULL;
98936408;98936408;2017-10-30 07:50:00;$XRP.X Head of XRP markets said we will see new xRapid (xrp liquidity solution) partnerships in Q4. The more forks btc has the better we are ;Bullish;
98936406;98936406;2017-10-30 07:50:00;Porsche Audi $VLKAY laughing at no profits cash or products $TSLA ...MÃ¼ller Calls Out Tesla at Conference fourtitude.com/news/vws-mul...;NULL;
98936405;98936405;2017-10-30 07:50:00;$SPY $FAZ bankers, media, hollywood, everyone "in the know," bad cops, good cops... Tarantino, men of influence shaking their fists... ;Bullish;
98936404;98936404;2017-10-30 07:50:00;$TRXC realistic predictions tom...go;NULL;
98936403;98936403;2017-10-30 07:50:00;$IMDZ or if you like offering price by a dummy;NULL;
98936402;98936402;2017-10-30 07:50:00;$SPY $SPX futures are dancing down;NULL;
98936401;98936401;2017-10-30 07:50:00;$TRXC I think RJ can start his own company and compete with TRXC & ISRG ! Ahahahahaha ;Bullish;
98936398;98936398;2017-10-30 07:49:00;$MRTX Would load up on more but AH hours you guys overprice this shit and stuff;NULL;
98936394;98936394;2017-10-30 07:49:00;$HMC you guys I'm seeing all these new hondas every where I think with a few good ERs this stock can blow up especially if they team up.;NULL;
98936392;98936392;2017-10-30 07:49:00;$SPY $SPX should be good for 2557 spx here boys ;Bearish;
98936391;98936391;2017-10-30 07:49:00;Clay Trader Palatin Technologies $PTN Stock Chart Technical Analysis for 10-24-17intradaytradingsignals.com/...;NULL;
98936390;98936390;2017-10-30 07:49:00;$MRTX probably stole the technology from Antarctica or aliens, or like einstein its the medicinal e=mc^2.....;NULL;
98936385;98936385;2017-10-30 07:49:00;$ADHD $NSPR $ENRJ $AKER $CTRV  looking for some GREEN !! ;Bullish;
98936383;98936383;2017-10-30 07:49:00;$AMD  rather be AMD Than CMG;NULL;
98936382;98936382;2017-10-30 07:49:00;$AMD this is too easy. Playing with emotions. Just means they want the weak out so they can surprise with news this Q. Iâ€™m sure thereâ€™s alot ;Bullish;
98936380;98936380;2017-10-30 07:48:00;$IMDZ offering price for dummies;NULL;
98936379;98936379;2017-10-30 07:48:00;With a yield of 2.5% McDonald's is a dividend stock worth a look $MCD https://simplywall.st/NYSE:MCD/mcdonalds/?utm_medium=stocktwits&anchor=current-dividend-payout#current-dividend-payout;NULL;
98936377;98936377;2017-10-30 07:48:00;$AMD Blocked! Just kidding :P;NULL;
98936376;98936376;2017-10-30 07:48:00;Clay Trader Volt Information Sciences - $VISI Stock Chart Technical Analysis for 10-24-17intradaytradingsignals.com/...;NULL;
98936371;98936371;2017-10-30 07:48:00;$MRTX yo those 300 shares were me, probably because the only thing that will cure your cancer and shiet is genetic changes within tumors...;NULL;
98936367;98936367;2017-10-30 07:48:00;$AMD I was in the line about whether to buy calls or puts.  Heart wanted calls but I bought puts after praying;NULL;
98936362;98936362;2017-10-30 07:48:00;$CY Cypress USB-C part number CYPD2104 will be in all iPhone 8 plus.;NULL;
98936359;98936359;2017-10-30 07:47:00;$AMD poking around my HP Pavillion, what do I see? ;Bullish;
98936358;98936358;2017-10-30 07:47:00;$UGAZ $UGAZ Fall Baby Fall!;NULL;
98936356;98936356;2017-10-30 07:47:00;$IMDZ Now take 18,400,000 shares multiply it by $3.20 and we get there target of $51,100,000 (market conditions could affect this);NULL;
98936355;98936355;2017-10-30 07:47:00;$HOS Love the cloud bouncing here. Reversal in play. Earnings Nov 1st. Looking for 3.75-4 bucks plus PT #TradeSmart ;Bullish;
98936352;98936352;2017-10-30 07:47:00;$SPY $FAZ well, okay. there's a strong case to be made that he was raised by wolves. ;Bullish;
98936349;98936349;2017-10-30 07:47:00;$VEEV I sold all my stocks and put everything into $VEEV go big or go home. #buildthewall @ApexCapital ;Bullish;
98936343;98936343;2017-10-30 07:47:00;$AMD Yesss, sleep friend. You'll wake up tomorrow thinking it was all a bad dream. Until you look at your account that is.;NULL;
98936341;98936341;2017-10-30 07:47:00;$SPY $SPX oh you sillies....futures are down 5-6 points. Wow, that's a lotta points! (not);NULL;
98936338;98936338;2017-10-30 07:46:00;$NAK all of a sudden I got this strange feeling that this EPA withdrawl spike will be as big or bigger than the one we saw after Veto lift;NULL;
98936336;98936336;2017-10-30 07:46:00;$HMNY short to 0 ;Bearish;
98936331;98936331;2017-10-30 07:46:00;$ES_F 2561.75 $NQ_F 6063.75 falling again? ;Bearish;
98936330;98936330;2017-10-30 07:46:00;$AAPL apple.com/;NULL;
98936327;98936327;2017-10-30 07:46:00;$SPY This the top ;Bearish;
98936325;98936325;2017-10-30 07:46:00;$SPY Shorts have been pummeled here day after day so much, they are now calling a penny a nickel. #DelusionalDumbasses ;Bullish;
98936324;98936324;2017-10-30 07:46:00;$ORBK Orbotech Revolutionizes the AOI Room with 4-in-1 AOI Solution themarketisopen.com/posts/o...;NULL;
98936322;98936322;2017-10-30 07:46:00;$AMD I can't believe the bulls who love management whenever it's been management selling shares all year. I'd be pissed and take heed ;Bearish;
98936320;98936320;2017-10-30 07:46:00;$OPGN ;Bullish;
98936317;98936317;2017-10-30 07:46:00;$LODE WOW this dudes a straight LOSER!!!!! ;Bullish;
98936316;98936316;2017-10-30 07:46:00;$HMNY movie theaters really films are crashing like the music biz all films are now almost all free if ever one had a fire stick film bizz0 ;Bearish;
98936315;98936315;2017-10-30 07:45:00;$SPY $FAZ  'alleged' Masterbation King, Harvey "I have kids" Weinstein was cured of his "serial Masterbation" after 7 days in treatment! ;Bullish;
98936313;98936313;2017-10-30 07:45:00;$RLOG youtube.com/watch?v=Cv6tuzH...;NULL;
98936311;98936311;2017-10-30 07:45:00;$LITE #PayMe;NULL;
98936310;98936310;2017-10-30 07:45:00;$IMDZ how do you get 18,400,000 million shares is $16,000,000 plus the underwriters 15% or 2,400,000 extra shares for a total of 18,400,000;NULL;
98936309;98936309;2017-10-30 07:45:00;$GBTC Live Announcement from @OverstockCEO - Bringing Liquidity to the ICO Market: tÃ˜â€™s Wall Street Licensed Crypto Tokenâ€¦ the #Flippening ;Bullish;
98936305;98936305;2017-10-30 07:45:00;$NFLX what's even funnier some people were buying @ 1.85 we were selling @ 2.05 bucks and done. Timing so critical!;NULL;
98936302;98936302;2017-10-30 07:45:00;$ZEN.X 400% gains... Can't complain! #feelingzen ;Bullish;
98936301;98936301;2017-10-30 07:45:00;$VTC.X waiting for a pullback then buyin' this one, anyone else with me ? ;Bullish;
98936300;98936300;2017-10-30 07:45:00;$TRXC RJ has 4500 hours on RASD..he's an expert!! ;Bullish;
98936297;98936297;2017-10-30 07:45:00;$TRXC I usually call out bears but I got to call this person out, number 1 trading room but they have zero followers ;Bullish;
98936296;98936296;2017-10-30 07:45:00;$AMD i feel more sleepy when i brought AMD.. at least something i gain some good night sleep.;NULL;
98936294;98936294;2017-10-30 07:45:00;$MNKD booooooom tomorrow ;Bullish;
98936293;98936293;2017-10-30 07:45:00;$GLUU nystocknews.com/2017/10/23/... ;Bullish;
98936292;98936292;2017-10-30 07:45:00;$NTDOY Nikkei just went down over 1% from their intraday high today. Something is happening would be my guess.;NULL;
98936287;98936287;2017-10-30 07:44:00;$AMD why so many keyboard warriors on here?? Aren't we all just trying to make money wether it's up or down?;NULL;
98936286;98936286;2017-10-30 07:44:00;$JILL stock with still positive earnings and lots of  potential ;Bullish;
98936284;98936284;2017-10-30 07:44:00;$DISH watchout, this will drop double digits after earnings ;Bearish;
98936282;98936282;2017-10-30 07:44:00;10/25 WL:$BONT $GNMX $SFUN $SOL $SRRA $TENX $VISI;NULL;
98936281;98936281;2017-10-30 07:44:00;$TRXC @dneill For your reference.;NULL;
98936277;98936277;2017-10-30 07:44:00;$ESV Hope finally $ESV longs got some reprieve...I have this three-day rule to recoup the losses of 6 days. Now Day one. Best of luck;NULL;
98936276;98936276;2017-10-30 07:44:00;$UVXY see u longs at 18 in the morning;NULL;
98936275;98936275;2017-10-30 07:44:00;$MBOT whatâ€™s most peopleâ€™s averages here;NULL;
98936271;98936271;2017-10-30 07:44:00;$NTDOY This isn't about Nintendo. Something is happening in Japan. Nikkei just fell over 200 points. Any idea what's going on?;NULL;
98936269;98936269;2017-10-30 07:43:00;$AMD MM will flush all the retail stops, tutes will accumulate the cheapies, then price will be marked up. Huge wick/engulfing off ma200;NULL;
98936267;98936267;2017-10-30 07:43:00;$ROSG ugh move up dammit ;Bullish;
98936264;98936264;2017-10-30 07:43:00;$HMNY how can anybody be long on this stock every day at the end it has lower lows dump it ;Bearish;
98936260;98936260;2017-10-30 07:43:00;$AMD Yeah! Opportunities elsewhere.;NULL;
98936258;98936258;2017-10-30 07:43:00;$JNUG $JDST Bulls must think Iâ€™m playing games ;Bearish;
98936252;98936252;2017-10-30 07:43:00;$PBMD Runaway gap with an handle in Australia this morning!ðŸ˜ŽðŸš€ðŸš€ðŸš€ðŸš€ with big volumes! ;Bullish;
98936251;98936251;2017-10-30 07:43:00;Scotiabank Sticks to Their Hold Rating for Western Gas $WES analystratings.com/articles...;NULL;
98936249;98936249;2017-10-30 07:43:00;$CL_F she's aliveeee lol gnightðŸ“‰ðŸ“‰ðŸ“‰;NULL;
98936248;98936248;2017-10-30 07:43:00;$WPCS senseless pumping seems over and that's a good sign beside all other. Time for a reversal today. ;Bullish;
98936247;98936247;2017-10-30 07:43:00;$EGLT party is starting here ;Bullish;
98936244;98936244;2017-10-30 07:43:00;$AMD Q1 & Q4 are weakest quarters, a sequential decline in Q4 is the normal cyclical pattern. Why are people calling this a revenue drop? ;Bullish;
98936240;98936240;2017-10-30 07:42:00;$JNUG;NULL;
98936238;98936238;2017-10-30 07:42:00;$BTC.X $4k common, I'm waiting for u;NULL;
98936237;98936237;2017-10-30 07:42:00;$SPY Futures just broke a crucial support level, 2552 is now in range.;NULL;
98936232;98936232;2017-10-30 07:42:00;$AMD heavy competition doesn't mean they getting out of da game. It brings out da best in them. AMD knows how to keep up with the trends. ;Bullish;
98936230;98936230;2017-10-30 07:42:00;$GPRO  back into Wall Street's favor - lol - is cramer crazy. we are under 10. ipo was 24$. doesnt look like a ws favour stock ðŸ˜‚ðŸ˜‚;NULL;
98936228;98936228;2017-10-30 07:42:00;$AMD algorithms can systematically crash a market in a millisecond, in my opinion this sell-off was over done. Fibonacci ;Bullish;
98936218;98936218;2017-10-30 07:42:00;$HMNY MP is gonna be a huge hit once momentum kicks in..EVERYONE BENEFITS...the company, stock holders, users,movie theatres. Just wait... ;Bullish;
98936217;98936217;2017-10-30 07:42:00;$AGRX had enough cash to last through 12/26/17 - PDUFA. Why did it raise $18.8M in Aug. instead of waiting for FDA's decision on 12/26/17?;NULL;
98936211;98936211;2017-10-30 07:42:00;$CYTR I will give my 123k to my 11 years old son when he have 25. Iâ€™m not selling kman!!! ;Bullish;
98936210;98936210;2017-10-30 07:41:00;$AMD YEP #sippinmytea;NULL;
98936202;98936202;2017-10-30 07:41:00;$EURUSD EURUSD  25-27/10/2017. SELL ;Bearish;
98936201;98936201;2017-10-30 07:41:00;$OSTK so sure? Drop the house on it ?;NULL;
98936196;98936196;2017-10-30 07:41:00;$WPCS I see some well known guys here:@CamTheMan_ , @Moniology , @StockAlerts77 and I trust them. Very ;Bullish;
98936195;98936195;2017-10-30 07:41:00;$IMDZ matrix_man_32 $3.20 $IMDZ if they get $51.1 divided by 18,400,000 shares is offering price (market conditions) +-15 percent of $3.20;NULL;
98936192;98936192;2017-10-30 07:41:00;$NTDOY japs are so conservative, Us will take control;NULL;
98936191;98936191;2017-10-30 07:41:00;$AMD HA! This is some of the realest stuff I've seen! HAHAHA #jokeisonAMDinvestors;NULL;
98936190;98936190;2017-10-30 07:41:00;$TRXC ;Bullish;
98936187;98936187;2017-10-30 07:41:00;$AMD gonna be a rough morning for longs ;Bearish;
98936186;98936186;2017-10-30 07:41:00;$JNUG you should invest everything you have on that ðŸ‘ðŸ»;NULL;
98936181;98936181;2017-10-30 07:40:00;$TRXC  KB = KY;NULL;
98936178;98936178;2017-10-30 07:40:00;$AMD Patience, and stay forever vigilant. Your opportunity to escape will present itself one day.;NULL;
98936177;98936177;2017-10-30 07:40:00;$HTGM price target $ 10 ;Bullish;
98936169;98936169;2017-10-30 07:40:00;$TRXC kaybee ;Bullish;
98936168;98936168;2017-10-30 07:40:00;$HTGM ;Bullish;
98936165;98936165;2017-10-30 07:40:00;$AMD hello darkness my old friend;NULL;
98936163;98936163;2017-10-30 07:40:00;Analysts covering Ubiquiti Networks $UBNT expect 20.2% EPS growth  next year: https://simplywall.st/NasdaqGS:UBNT/ubiquiti-networks/?utm_medium=stocktwits&anchor=growth-in-earnings#growth-in-earnings;NULL;
98936162;98936162;2017-10-30 07:39:00;$TRXC damn 1100% my math skills improve with every beer...lol ;Bullish;
98936161;98936161;2017-10-30 07:39:00;$ATNM add 6 months or use the latest of the determined time frame w. these guys. on  projections.;NULL;
98936158;98936158;2017-10-30 07:39:00;$AMD we can see 13 or bleed to 10 again like always ðŸ˜’;NULL;
98936152;98936152;2017-10-30 07:39:00;$GLUU postregistrar.com/2017/10/2... ;Bullish;
98936151;98936151;2017-10-30 07:39:00;$TRXC KB can we call u RJ from now on ? RJ sound a little more intelligent ! LOL ;Bullish;
98936150;98936150;2017-10-30 07:39:00;$IMDZ matrix_man_32$IMDZ Net proceeds of 51.1 million will be used to fund the company's phase 3 clinical trial for CMB305;NULL;
98936149;98936149;2017-10-30 07:39:00;$IDXG We are now in the accumulation range forming the next launch pad ;Bullish;
98936148;98936148;2017-10-30 07:38:00;$GPRO what did cramer say ? most of the time he is clueless..;NULL;
98936144;98936144;2017-10-30 07:38:00;$TRXC hey kaybee1 if ya want to get out of your moms basement there hiring sales reps, but you'll need to change your attitude.;NULL;
98936143;98936143;2017-10-30 07:38:00;$AMD now wid so much good news I pity da shorts. Da longs wil be paid sooner or later. Just a matter of time. Doomsday for shorts is not far ;Bullish;
98936141;98936141;2017-10-30 07:38:00;#highflyer here's more facts on $NFLX off double bottom support! 2 days in a row nice winners. #TheFacts #JustGuess;NULL;
98936137;98936137;2017-10-30 07:38:00;$BLDP Do we post a positive EPS this quarter? I think we do.;NULL;
98936135;98936135;2017-10-30 07:38:00;$AMD Lisa Su approve 12.69! ;Bullish;
98936134;98936134;2017-10-30 07:38:00;$IMDZ matrix_man_32$IMDZ market price by math 51,000,000/18,400,000 plus minus 15%;NULL;
98936133;98936133;2017-10-30 07:38:00;$BPMX far more interested in the volume the past 6 days with this â€œcorpseâ€. In the end, Smoke can cover the escape.  One last poster etc.;NULL;
98936131;98936131;2017-10-30 07:38:00;$TRXC not that it has influence, chatrooms have more influence and people from here go back to those chatrooms and trade as one on calls ;Bullish;
98936125;98936125;2017-10-30 07:37:00;$BTC.X mmmmm GDAX 5510 - Bitfinex 5472;NULL;
98936122;98936122;2017-10-30 07:37:00;$SPY Now shorts are deleting their lies when they get called out. #SpinelessWeasels. ;Bullish;
98936121;98936121;2017-10-30 07:37:00;$AMD Finally an opportunity to make money on an AMD investment!;NULL;
98936120;98936120;2017-10-30 07:37:00;$CMG The Chipotle that just opened up down the street is never busy - looks like a ghost land;NULL;
98936119;98936119;2017-10-30 07:37:00;$TRXC - Medtronic may buy TRXC to compete immediately against ISRG. They have the contacts and channels in place already;NULL;
98936117;98936117;2017-10-30 07:37:00;$TRXC i respect u blackops...me too i hate that..newbies lose money;NULL;
98936115;98936115;2017-10-30 07:37:00;$HMNY What a joke looks like 60% shorts today Unreal!!! ðŸ¤”;NULL;
98936114;98936114;2017-10-30 07:37:00;$TGT I remember that shmuck know it all sethmarcus saying there was no chance in hell TGT reaches 60 this year. Suck it, Seth.;NULL;
98936113;98936113;2017-10-30 07:37:00;$CHFS so beware;NULL;
98936111;98936111;2017-10-30 07:37:00;$TRXC Spain's on the ISRG board saving up to buy a share..ISRG 12 mo up 60%, TRXC 12 mo up 120%..6 mo. we up 700%. .45 to $5 before pullback ;Bullish;
98936109;98936109;2017-10-30 07:37:00;$MU daily charts looks good for a run-up ;Bullish;
98936107;98936107;2017-10-30 07:37:00;$IMDZ 18,400,000 shares (16m+15%) * ?  =  $51.1 .  ? = $3.20 (+-15%) an if market conditions can support it.;NULL;
98936105;98936105;2017-10-30 07:37:00;$CHFS as long as they dont do offer it may hold, last time they did offers 30 60 90 days. three of them lol 13m dollars, sunk to 60 cents;NULL;
98936103;98936103;2017-10-30 07:37:00;$HG_F: Next area of interest for buyers is 3.041 - 3.117 where a 3 waves bounce at least could be seen #elliottwave;NULL;
98936101;98936101;2017-10-30 07:36:00;$SQ V kills it at the open tomorrow and SQ goes into $33 territory again ;Bullish;
98936091;98936091;2017-10-30 07:36:00;$RLOG Insider vs outsider.     youtube.com/watch?v=0sJvR2V... ;Bullish;
98936089;98936089;2017-10-30 07:36:00;$TENX EXPANDING VOLUME - 5min chart over 3 day period: tradingview.com/x/9kLVhV33/ ;Bullish;
98936085;98936085;2017-10-30 07:36:00;$TRXC people like kaybee1 want that,  problem is when brand new people come who are newbies they will listen this is why I call out fakers ;Bullish;
98936084;98936084;2017-10-30 07:36:00;$TRXC ;Bullish;
98936083;98936083;2017-10-30 07:36:00;$V Dow futures down, donâ€™t see much positive movement on this tomorrow or a fade after a morning pop;NULL;
98936080;98936080;2017-10-30 07:35:00;$TRXC Newbies, Kaybee's old moniker was RJ1963. I use to roast him so bad, he told on me and I had to come back as BB. ;Bullish;
98936072;98936072;2017-10-30 07:35:00;$SWCH $AMD I'm sorry to those who invested. #mycondolences  #sippinmytea ;Bearish;
98936071;98936071;2017-10-30 07:35:00;$AMD this will be 13+ tom .. ;Bullish;
98936069;98936069;2017-10-30 07:35:00;$SPY Reality Check: ;Bullish;
